CustomerID,Age,Gender,Country,SubscriptionType,TenureMonths,MonthlySpend,NumLoginsPerWeek,SupportTickets,FeatureUsageRate,HasDiscount,AutoRenew,LastLoginDaysAgo,Churn
168,28,Female,Germany,Basic,1,31.24,12,0,0.13,No,Yes,5,No
169,27,Female,Australia,Basic,20,16.88,9,1,0.57,No,Yes,8,Yes
170,43,Male,Australia,Standard,1,51.97,19,1,0.8,No,No,0,No
171,64,Female,Australia,Standard,4,65.4,11,0,0.63,No,No,31,No
172,23,Male,UK,Basic,28,30.26,5,1,0.38,No,Yes,2,No
173,34,Female,Germany,Standard,28,79.44,10,0,0.33,No,Yes,64,No
174,40,Female,Canada,Basic,3,30.98,9,1,0.77,Yes,No,5,Yes
175,59,Male,Australia,Standard,6,50.99,15,3,0.73,Yes,No,43,No
176,54,Female,Germany,Basic,11,33.13,7,1,0.51,No,Yes,16,No
177,45,Male,India,Standard,28,55.13,20,0,0.78,Yes,Yes,12,No
178,33,Male,USA,Basic,10,39.56,13,0,0.63,No,Yes,1,No
179,29,Male,Australia,Premium,58,128.98,14,2,0.24,No,No,1,Yes
180,38,Male,Australia,Basic,17,32.54,7,1,0.42,Yes,Yes,4,No
181,41,Male,India,Basic,6,26.73,7,0,0.27,No,Yes,6,Yes
182,45,Female,USA,Basic,26,31.03,5,3,0.29,No,Yes,14,No
183,54,Male,UK,Premium,8,177.81,13,0,0.56,Yes,Yes,2,Yes
184,38,Male,Australia,Premium,10,138.23,18,2,0.66,Yes,Yes,17,No
185,50,Female,USA,Basic,4,32.88,12,1,0.85,Yes,Yes,0,No
186,19,Female,Canada,Standard,4,62.63,20,4,0.45,No,Yes,30,No
187,54,Female,Australia,Premium,3,147.81,16,1,0.13,No,Yes,31,Yes
188,36,Female,Germany,Standard,32,85.63,14,0,0.1,No,Yes,33,Yes
189,45,Female,India,Standard,9,76.83,9,0,0.83,No,No,8,No
190,32,Male,USA,Basic,17,21.12,7,1,0.87,No,Yes,2,No
191,18,Female,India,Basic,5,19.81,9,2,0.38,Yes,No,10,No
192,60,Male,Germany,Premium,2,172.89,8,4,0.87,No,Yes,21,Yes
193,45,Male,UK,Premium,41,127.39,16,0,0.85,No,Yes,4,No
194,52,Male,Germany,Standard,12,53.65,19,1,0.65,No,Yes,16,No
195,49,Male,UK,Basic,14,19.71,2,2,0.33,No,No,0,No
196,45,Female,India,Basic,2,16.43,9,1,0.65,Yes,Yes,25,No
197,26,Female,UK,Standard,14,82.78,14,1,0.8,No,Yes,3,Yes
198,41,Male,Australia,Premium,9,127.97,14,2,0.22,No,Yes,36,No
199,21,Female,UK,Premium,21,146.46,22,4,0.18,Yes,Yes,11,No
200,62,Female,UK,Premium,32,154.02,26,0,0.74,No,Yes,7,No
201,58,Male,Australia,Standard,3,55.19,9,2,0.83,No,No,20,No
202,20,Female,UK,Basic,11,36.47,6,3,0.45,No,No,5,Yes
203,39,Male,Australia,Basic,32,17.64,3,1,0.61,No,Yes,18,Yes
204,57,Female,Australia,Premium,40,146.3,20,1,0.7,Yes,Yes,5,No
205,56,Male,UK,Standard,15,83.38,17,1,0.46,No,Yes,28,No
206,42,Female,Australia,Basic,1,33.69,11,1,0.71,No,Yes,59,No
207,39,Female,USA,Basic,19,22.85,11,2,0.88,No,No,16,No
208,64,Female,UK,Standard,50,51.34,7,2,0.69,Yes,Yes,11,No
209,51,Male,UK,Basic,8,19.4,10,1,0.3,No,Yes,9,No
210,37,Male,Germany,Basic,2,27.36,4,3,0.27,No,No,39,Yes
211,53,Male,Germany,Standard,39,80.36,11,4,0.33,Yes,No,8,No
212,54,Female,Germany,Standard,11,86.47,12,1,0.69,No,Yes,24,Yes
213,56,Male,UK,Standard,2,56.27,7,2,0.56,Yes,Yes,0,No
214,44,Male,Germany,Basic,11,29.84,10,0,0.61,Yes,Yes,33,Yes
215,64,Female,USA,Standard,22,66.22,11,0,0.47,No,Yes,7,No
216,49,Male,India,Basic,41,22.31,0,2,0.26,No,Yes,4,No
217,59,Female,Germany,Basic,3,21.31,11,1,0.31,No,Yes,2,Yes
218,46,Male,Australia,Standard,39,60.63,4,1,0.19,No,Yes,1,No
219,58,Male,Germany,Standard,36,86.28,15,0,0.5,Yes,Yes,32,No
220,49,Male,USA,Premium,4,177.47,13,2,0.58,Yes,No,6,No
221,41,Female,Australia,Standard,9,62.06,14,1,0.18,Yes,No,53,Yes
222,20,Male,Australia,Standard,3,62.15,15,0,0.62,No,Yes,8,No
223,44,Male,Australia,Basic,1,18.53,13,2,0.37,No,Yes,44,No
224,26,Female,Australia,Basic,1,31.09,6,1,0.91,No,Yes,16,Yes
225,57,Female,Canada,Basic,2,28.43,13,1,0.78,Yes,No,2,No
226,40,Male,Canada,Basic,11,32.07,2,2,0.37,Yes,Yes,5,No
227,24,Female,Australia,Enterprise,35,256.95,29,2,0.16,No,No,42,Yes
228,34,Male,Australia,Basic,17,39.79,7,4,0.9,No,Yes,8,Yes
229,54,Male,Australia,Premium,4,178.4,24,2,0.53,No,Yes,0,Yes
230,24,Female,USA,Standard,60,77.47,19,0,0.77,No,Yes,6,No
231,47,Male,Germany,Premium,6,162.46,16,1,0.39,No,Yes,31,Yes
232,30,Female,India,Standard,38,65.31,14,3,0.57,Yes,No,90,No
233,35,Male,Australia,Standard,15,62.41,5,2,0.45,No,Yes,0,No
234,48,Female,Germany,Standard,22,87.45,4,1,0.24,No,Yes,9,Yes
235,39,Male,USA,Basic,28,33.44,8,4,0.49,Yes,No,4,No
236,31,Female,USA,Standard,4,52.69,13,4,0.39,No,No,59,No
237,35,Male,Australia,Basic,3,33.03,8,0,0.9,No,Yes,7,No
238,52,Female,UK,Basic,2,32.98,10,0,0.26,No,Yes,40,No
239,34,Male,USA,Standard,1,55.84,21,2,0.7,No,No,14,No
240,36,Female,UK,Basic,17,20.88,2,2,0.67,Yes,Yes,33,Yes
241,48,Female,USA,Premium,25,108.6,27,3,0.48,No,No,44,Yes
242,56,Male,UK,Enterprise,1,290.96,9,3,0.46,No,No,1,No
243,53,Male,UK,Premium,7,153.03,13,1,0.38,Yes,Yes,3,Yes
244,32,Female,Australia,Basic,33,37.9,4,1,0.97,No,No,4,No
245,46,Male,Australia,Basic,6,39.44,6,2,0.16,No,Yes,11,No
246,57,Female,Germany,Premium,60,113.1,19,1,0.89,No,Yes,4,No
247,33,Male,UK,Basic,3,35.4,6,3,0.84,Yes,No,40,No
248,50,Other,Canada,Enterprise,17,208.84,18,3,0.41,Yes,Yes,2,Yes
249,42,Female,USA,Enterprise,15,241.62,22,2,0.44,No,Yes,2,No
250,33,Male,Australia,Premium,4,178.89,18,2,0.85,No,Yes,2,No
251,47,Male,India,Basic,17,16.42,6,2,0.8,Yes,No,8,No
252,51,Male,USA,Basic,1,29.52,7,1,0.57,No,Yes,0,No
253,19,Male,Germany,Premium,60,135.67,25,0,0.62,Yes,Yes,17,No
254,57,Male,Germany,Basic,12,33.3,7,2,0.24,No,Yes,4,No
255,61,Female,UK,Basic,1,16.77,13,2,0.7,No,Yes,40,No
256,60,Female,Germany,Standard,7,71.39,7,0,0.26,No,Yes,2,No
257,55,Male,Australia,Premium,60,134.57,26,2,0.73,No,Yes,1,No
258,35,Female,Germany,Standard,25,73.82,13,1,0.33,No,Yes,7,No
259,22,Male,USA,Standard,34,75.2,22,0,0.44,No,Yes,4,No
260,64,Male,Canada,Basic,5,18.61,2,2,0.92,No,No,30,No
261,57,Male,Canada,Standard,1,79.44,10,5,0.77,No,No,11,No
262,23,Female,UK,Enterprise,13,250.6,16,1,0.73,Yes,Yes,9,No
263,29,Female,Germany,Basic,1,34.06,6,1,0.73,No,Yes,22,No
264,29,Male,Germany,Standard,2,50.34,19,4,0.58,No,No,15,No
265,29,Male,Canada,Premium,1,141.44,10,0,0.51,Yes,Yes,0,Yes
266,26,Male,UK,Standard,1,66.91,25,1,0.43,No,No,17,Yes
267,59,Female,Germany,Standard,20,59.32,22,0,0.79,No,Yes,18,Yes
268,39,Male,UK,Standard,26,73.54,11,1,0.22,No,Yes,2,No
269,33,Female,Australia,Basic,2,35.75,10,3,0.34,No,No,18,No
270,21,Female,USA,Basic,5,21.46,2,2,0.1,No,No,76,No
271,20,Male,Australia,Premium,48,139.03,14,3,0.71,No,Yes,5,No
272,33,Female,Germany,Premium,5,150.14,29,2,0.57,No,No,0,Yes
273,31,Male,Germany,Premium,10,138.87,17,1,0.56,No,Yes,28,No
274,58,Female,Germany,Premium,20,173.34,19,0,0.75,No,No,3,No
275,55,Male,Canada,Standard,25,73.45,22,1,0.76,No,No,22,No
276,21,Other,Canada,Standard,10,57.69,12,3,0.77,Yes,Yes,7,Yes
277,19,Female,Germany,Premium,14,126.83,19,0,0.63,No,Yes,35,Yes
278,27,Female,Germany,Standard,48,71.32,13,2,0.48,Yes,No,42,No
279,28,Female,USA,Standard,15,65.03,8,2,0.6,No,Yes,7,No
280,56,Female,USA,Premium,2,149.84,18,2,0.28,No,Yes,59,Yes
281,43,Male,UK,Premium,14,113.17,13,0,0.98,Yes,Yes,0,Yes
282,54,Male,UK,Basic,5,38.16,10,1,0.19,Yes,Yes,12,Yes
283,43,Male,Canada,Basic,12,17.11,10,2,0.61,No,Yes,20,No
284,21,Female,India,Basic,41,31.66,0,3,0.68,No,Yes,8,No
285,43,Female,USA,Standard,5,88.63,9,3,0.49,No,Yes,16,Yes
286,55,Female,UK,Basic,1,31.2,8,1,0.54,Yes,Yes,5,Yes
287,45,Female,USA,Standard,4,76.94,18,0,0.58,No,Yes,1,Yes
288,19,Female,USA,Standard,15,85.7,17,3,0.67,No,Yes,27,No
289,19,Female,Australia,Basic,1,39.7,3,1,0.48,No,Yes,5,Yes
290,33,Female,India,Standard,7,79.3,10,0,0.69,No,Yes,3,No
291,40,Female,USA,Basic,11,22.03,5,1,0.55,Yes,Yes,3,No
292,40,Male,Australia,Basic,5,20.86,5,0,0.32,No,No,25,No
293,30,Male,India,Premium,1,100.57,10,1,0.23,No,No,1,No
294,38,Female,Australia,Basic,11,35.64,3,0,0.88,No,Yes,10,Yes
295,56,Female,Australia,Basic,1,30.41,9,1,0.7,No,No,3,No
296,42,Other,India,Standard,1,74.9,11,0,0.52,Yes,No,15,No
297,54,Female,USA,Premium,8,164.87,25,2,0.33,No,Yes,24,Yes
298,30,Male,USA,Basic,5,38.68,5,2,0.37,Yes,No,12,Yes
299,32,Male,UK,Standard,8,85.9,13,1,0.79,No,Yes,14,No
300,45,Male,USA,Basic,23,17.19,14,0,0.85,No,Yes,14,No
301,20,Male,USA,Basic,27,20.02,9,2,0.18,No,Yes,12,No
302,40,Male,USA,Standard,26,84.01,16,2,0.75,No,No,3,No
303,21,Female,UK,Standard,5,73.03,14,6,0.61,No,No,15,Yes
304,64,Male,India,Standard,16,50.68,8,1,0.81,No,Yes,22,No
305,20,Female,UK,Standard,51,87.29,14,1,0.75,Yes,Yes,26,No
306,56,Male,USA,Enterprise,39,282.27,19,1,0.79,No,Yes,1,No
307,25,Female,Germany,Standard,1,69.96,3,2,0.58,No,Yes,7,No
308,60,Female,USA,Basic,1,32.11,16,2,0.61,No,No,6,No
309,42,Female,UK,Premium,16,111.95,17,2,0.55,Yes,Yes,38,No
310,58,Male,Australia,Basic,10,19.31,14,3,0.96,No,Yes,16,No
311,29,Female,Australia,Basic,20,39.06,3,2,0.73,Yes,Yes,9,No
312,22,Male,UK,Basic,7,16.82,9,1,0.08,No,Yes,48,No
313,50,Female,Canada,Basic,9,35.45,11,3,0.77,No,No,2,Yes
314,63,Male,Australia,Enterprise,60,250.19,17,0,0.77,Yes,Yes,6,Yes
315,42,Female,Germany,Premium,14,143.75,14,0,0.49,No,Yes,14,No
316,42,Male,UK,Standard,12,53.58,15,0,0.67,No,Yes,10,Yes
317,52,Female,Australia,Basic,5,18.22,10,3,0.45,Yes,Yes,13,No
318,32,Female,Australia,Basic,12,17.53,6,2,0.13,No,Yes,21,No
319,59,Male,India,Basic,9,20.84,12,2,0.47,No,No,17,No
320,43,Female,USA,Basic,10,20.89,5,2,0.5,No,Yes,16,No
321,27,Male,Australia,Standard,20,55.08,15,3,0.44,No,No,18,No
322,41,Female,Australia,Standard,8,56.43,19,1,0.77,No,No,22,No
323,52,Male,India,Standard,19,70.25,11,0,0.53,No,Yes,3,No
324,46,Female,UK,Basic,16,38.4,9,1,0.3,Yes,Yes,17,No
325,55,Female,UK,Enterprise,25,239.42,22,2,0.29,Yes,No,16,No
326,22,Male,India,Standard,30,69.72,17,0,0.2,No,Yes,18,No
327,41,Male,India,Standard,10,83.28,20,1,0.4,No,Yes,4,No
328,36,Female,Canada,Standard,8,63.33,13,0,0.53,Yes,No,4,No
329,63,Female,USA,Basic,6,34.85,1,1,0.36,No,Yes,22,No
330,61,Female,India,Basic,6,23.35,9,1,0.37,No,No,7,No
331,26,Male,USA,Basic,1,26.52,4,1,0.66,No,Yes,38,No
332,43,Male,Australia,Premium,8,102.81,14,0,0.62,Yes,Yes,1,Yes
333,42,Female,Germany,Basic,3,23.91,16,2,0.63,No,Yes,2,No
334,52,Female,UK,Basic,5,39.14,15,0,0.52,No,Yes,3,No
335,53,Female,India,Basic,4,26.44,4,1,0.26,No,Yes,5,No
336,31,Male,Germany,Basic,14,20.15,4,0,0.99,No,No,34,No
337,23,Male,UK,Premium,29,162.07,17,1,0.85,Yes,Yes,7,No
338,49,Female,Canada,Standard,6,72.55,12,1,0.57,No,No,9,No
339,43,Male,UK,Standard,3,84.98,12,0,0.7,No,No,8,No
340,32,Female,India,Basic,4,33.07,9,1,0.88,Yes,Yes,24,Yes
341,48,Male,Germany,Standard,6,53.28,13,0,0.71,No,Yes,7,No
342,54,Male,Germany,Standard,3,87.75,7,2,0.36,No,Yes,26,No
343,55,Female,Germany,Basic,37,28.62,10,2,0.21,Yes,Yes,9,Yes
344,54,Male,UK,Basic,3,32.56,7,0,0.64,No,Yes,4,No
345,36,Male,USA,Basic,10,17.84,6,0,0.53,No,Yes,8,Yes
346,31,Female,USA,Standard,1,89.98,14,2,0.72,No,Yes,7,No
347,53,Female,UK,Standard,25,62.0,14,0,0.85,No,Yes,4,No
348,54,Female,India,Basic,1,22.12,13,1,0.16,No,Yes,1,No
349,28,Other,UK,Basic,4,16.94,8,2,0.43,No,No,27,No
350,44,Male,USA,Standard,1,54.09,22,0,0.77,No,Yes,10,Yes
351,19,Male,UK,Standard,8,82.07,14,0,0.85,No,Yes,4,No
352,39,Male,Germany,Premium,15,128.93,21,0,0.14,No,Yes,8,Yes
353,19,Female,India,Standard,1,56.72,15,1,0.31,No,Yes,13,Yes
354,37,Female,India,Basic,7,27.18,9,1,0.56,No,Yes,19,Yes
